=(#Код #Наименование#Вал,Кол,Заб,Акт,Субконто 1,Субконто 2,Субконто 3)
,280,Транспортно-заготівельні витрати,,,,А,Номенклатурні групи,(об) Статті витрат,
,2801,Транспортно-заготівельні витрати (товари),,,,А,Номенклатурні групи,(об) Статті витрат,
,2802,Транспортно-заготівельні витрати (у НТТ по продажній вартості),,,,А,(об) Статті витрат,,
,281,Товари на складі,,+,,А,Номенклатура,Склади,Партії
,,"    На субсчете 281 ""Товары на складе"" ведется учет движения и наличия товарных запасов, которые находятся на оптовых и распределительных базах, складах, овощехранилищах, морозильниках и т.п.",,,,,,,
,282,Товари в торгівлі (за продажною вартістю),,,,А,,,
,,"    На субсчете 282 ""Товары в торговле (по продажной стоимости)"" ведется учет движения и наличия товаров, которые находятся на предприятиях розничной торговли (в магазинах, киосках, в буфетах предприятий общественного питания и т.п.) и учитываются  по стоимости продажи.",,,,,,,
,2821,Товари в роздрібній торгівлі (в АТТ за продажною вартістю),,+,,А,Номенклатура,Склади,Партії
,,"    На субсчете 2821 ""Товары в розничной торговле (в АТТ по продажной стоимости)"" ведется учет движения и наличия товаров, которые находятся в автоматизированныхрозничных торговых точках и учиттываются по стоимости продажи.",,,,,,,
,2822,Товари в роздрібній торгівлі (в НТТ за продажною вартістю),,,,А,(об) Номенклатура,Склади,Ставки ПДВ
,,"    На субсчете 2822 ""Товары в розничной торговле (в НТТ по продажной стоимости)"" ведется учет движения и наличия товаров, которые находятся в неавтоматизированных розничных торговых точках и учиттываются по стоимости продажи.",,,,,,,
,283,Товари на комісії,,+,,А,Контрагенти,Номенклатура,Партії
,,"    На субсчете 283 ""Товары на комиссии"" ведется учет товаров, переданных на комиссию по договорам комиссии и другими гражданско-правовыми договорами, которые не предусматривают переход права собственности на этот товар до их продажи. Аналитический учет ведется по видам товаров и предприятиями (лицами) - комиссионерами.",,,,,,,
,284,Тара під товарами,,+,,А,Номенклатура,Склади,Партії
,,"    На субсчете 284 ""Тара под товарами"" ведется учет наличия и движения тары под товарами и пустой тары. Торговые предприятия могут вести учет тары по средним учетным ценам, которые устанавливаются руководством предприятия по видам (группами) тары и ценами на тару. Разность между ценами приобретения и средними учетными ценами на тару относится на субсчет 285 ""Торговая наценка"".",,,,,,,
,285,Торгова націнка,,,,П,,,
,,"    На субсчете 285 ""Торговая наценка"" предприятия розничной торговли при ведении учета товаров по продажным ценам отображают торговые наценки на товары, т.е. разность между покупной и продажной (розничной) стоимостью товаров. По кредиту  субсчета 285 отображается увеличение суммы торговых наценок, по дебету - уменьшение (списание). Списание рассчитанных сумм торговой наценки на реализованные товары отображается по дебету субсчета 285 и кредиту субсчета 282 или способом сторно обратной корреспонденцией этих счетов. В отчетность включается свернутое по всем субсчетам сальдо счета 28.",,,,,,,
,2851,Торгова націнка в автоматизованих торговельних точках,,,,П,Номенклатура,Склади,Партії
,,"    На субсчете 2851 ""Торговая наценка в автоматизированных торговых точках"" предприятия розничной торговли при ведении учета товаров в автоматизированных торговых точках по продажным ценам отображают торговые наценки на товары, т.е. разность между покупной и продажной (розничной) стоимостью товаров.",,,,,,,
,2852,Торгова націнка в неавтоматизованих торговельних точках,,,,П,Склади,Ставки ПДВ,
,,"    На субсчете 2852 ""Торговая наценка в неавтоматизированных торговых точках"" предприятия розничной торговли при ведении учета товаров в неавтоматизированных торговых точках по продажным ценам отображают торговые наценки на товары, т.е. разность между покупной и продажной (розничной) стоимостью товаров.",,,,,,,
,286,"Необоротні активи та групи вибуття, утримувані для продажу",,,,А,Основні засоби,,
,,"    На субсчете 286 ""Необоротные активы и группы выбытия, удерживаемые для продажи"" ведется учет наличия и движения необротных активов и групп выбытия, которые признаются удерживаемыми для продажи в соответствии с Положением (стандарта) бухгалтерского учета 27 ""Необоротные активы, удерживаемые для продажи, и прекращенная деятельность"".",,,,,,,
,289,Товари в торгівлі (за покупною вартістю),,+,,А,Номенклатура,Склади,Партії
,,"    На субсчете 289 "" Товары в торговле (по покупной стоимости) ведется учет движения и наличия товаров, которые находятся на предприятиях розничной торговли (в магазинах, киосках, в буфетах предприятий общественного питания и т.п.)и учитываются по себестоимости. ",,,,,,,
,3,"Кошти, розрахунки та інші активи",,,,АП,,,
,,"    Класс 3. ""Денежные средства, расчеты и другие активы"". Счета этого класса предназначены для обобщения информации о наличии и движении денежных средств (в национальной и иностранной валюте в кассах, на расчетных (текущих), валютных и других счетах в банках), денежных документов, краткосрочных векселей полученных и финансовых инвестиций, дебиторской задолженности, резерва сомнительных долгов и затрат будущих периодов. Денежные средства в иностранной валюте, операции с ними и расчеты иностранной валютой на счетах этого класса и классов 4 ""Собственный капитал и обеспечения обязательств"", 5 ""Долгосрочные обязательства"", 6 ""Текущие обязательства"" и на счетах 14 ""Долгосрочные финансовые инвестиции"" и 16 ""Долгосрочные биологические активы"" учитываются в гривнях в сумме, которая определяется путем перерасчета иностранной валюты по курсу Национального банка Украины. Одновременно денежные средства, финансовые инвестиции и расчеты отображаются в той валюте, в которой осуществляются расчеты и платежи. Курсовые разности по таким операциям относятся на счета 71 ""Другой операционный доход"", 74 ""Другие доходы"", 85 ""Другие затраты"", 94 ""Другие затраты операционной деятельности"", 97 ""Другие затраты"".",,,,,,,
,30,Готівка,,,,А,(об) Статті руху грошових коштів,,
,,"     Счет 30 ""Наличные деньги"" предназначен для обобщения информации о наличии и движении денежных средств в кассе предприятия.",,,,,,,
,301,Каса в національній валюті,,,,А,(об) Статті руху грошових коштів,Відокремлені підрозділи без створ. юр. особи,
,,"    На субсчете 301 ""Касса в национальной валюте"" ведется учет наличия и движения денежных средств в кассе предприятия в национальной валюте.",,,,,,,
,302,Каса в іноземній валюті,+,,,А,(об) Статті руху грошових коштів,Відокремлені підрозділи без створ. юр. особи,
,,"    На субсчете 302 ""Касса в иностранной валюте"" ведется учет наличия и движения денежных средств в кассе предприятия в иностранной валюте.",,,,,,,
,31,Рахунки в банках,,,,А,Банківські рахунки,(об) Статті руху грошових коштів,
,,"    Счет 31 ""Счета в банках"" предназначен для учета наличия и движения денежных средств, которые находятся на счетах в банках и могут быть использованы для текущих операций.",,,,,,,
,311,Поточні рахунки в національній валюті,,,,А,Банківські рахунки,(об) Статті руху грошових коштів,
,,"    На субсчете 311 ""Текущие счета в национальной валюте"" ведется учет наличия и движения денежных средств, которые находятся на текущих счетах в банках в национальной валюте.",,,,,,,
,312,Поточні рахунки в іноземній валюті,+,,,А,Банківські рахунки,(об) Статті руху грошових коштів,
,,"    На субсчете 312 ""Текущие счета в иностранной валюте"" ведется учет  наличия и движения денежных средств, которые находятся на текущих счетах в банках в иностранной валюте.",,,,,,,
,313,Інші рахунки в банку в національній валюті,,,,А,Банківські рахунки,(об) Статті руху грошових коштів,
,,"    На субсчете 313 ""Другие счета в банке в национальной валюте"" ведется учет  наличия и движения денежных средств, которые находятся на других счетах в банках в национальной валюте.",,,,,,,
,314,Інші рахунки в банку в іноземній валюті,+,,,А,Банківські рахунки,(об) Статті руху грошових коштів,
,,"    На субсчете 314 ""Другие счета в банке в иностранной валюте"" ведется учет  наличия и движения денежных средств, которые находятся на других счетах в банках в иностранной валюте.",,,,,,,
,33,Інші кошти,,,,А,,,
,,"    На счете 33 "" Другие денежные средства"" ведется обобщение информации о наличии и движении денежных документов (в национальной и иностранной валюте), которые находятся в кассе предприятия (почтовых марок, марок гербового сбора, уплаченных проездных документов, оплаченных путевок в санатории, пансионаті, дома отдыха и т.п.), и о средствах в пути, т.е. денежные суммы, внесенные у кассы банков, сберегательные кассы или почтовые отделения для дальнейшего их зачисления на расчет или другие счета предприятия.",,,,,,,
,331,Грошові документи в національній валюті,,,,А,,,
,,"    На субсчете 331 ""Денежные документы в национальной валюте"" ведется учет наличия и движения денежных документов (в национальной валюте), которые находятся в кассе предприятия (почтовых марок, марок гербового сбора, уплаченных проездных документов, уплаченных путевок к санаториям, пансионатам, домам отдыха и т.п.).",,,,,,,
,332,Грошові документи в іноземній валюті,+,,,А,,,
,,"    На субсчете 332 ""Денежные документы в иностранной валюте"" ведется учет наличия и движения денежных документов (в иностранной валюте), которые находятся в кассе предприятия (почтовых марок, марок гербового сбора, уплаченных проездных документов, уплаченных путевок к санаториям, пансионатам, домам отдыха и т.п.).",,,,,,,
,333,Грошові кошти в дорозі в національній валюті,,,,А,Контрагенти,,
,,"    На субсчете 333 ""Денежные средства в пути в национальной валюте"" ведется учет средств в пути, т.е. денежных сумм (в национальной валюте), внесенные в кассы банков, сберегательные кассы или почтовые отделения для дальнейшего их зачисления на расчете или другие счета предприятия.",,,,,,,
,334,Грошові кошти в дорозі в іноземній валюті,+,,,А,Контрагенти,,
,,"    На субсчете 334 ""Денежные средства в пути в иностранной валюте"" ведется учет средств в пути, т.е. денежных сумм (в национальной валюте), внесенные в кассы банков, сберегательные кассы или почтовые отделения для дальнейшего их зачисления на расчете или другие счета предприятия.",,,,,,,
,34,Короткострокові векселі одержані,,,,А,Цінні папери,,
,,"    На счете 34 ""Краткосрочные векселя полученные"" ведется учет задолженности покупателей, заказчиков и других дебиторов за отгруженную продукцию (товары), выполненные работы, предоставленные услуги и по другим операциям, которые обеспечены векселями.
   На счете 34 ""Краткосрочные векселя полученные"" по дебету отражается получение векселя за проданніе товарі (работі, услуги) и по другим операциям, по кредиту -получение средств в погашение векселей, погашение полученным векселем кредиторськой задолженности, продажа векселя третьей стороне и т.д.. ",,,,,,,
,341,"Короткострокові векселі, одержані в національній валюті",,,,А,Цінні папери,,
,,"    На субсчете 341 ""Краткосрочные векселя, полученные в национальной валюте"" ведется учет задолженности покупателей, заказчиков и других дебиторов за отгруженную продукцию (товары), выполненные работы, предоставленные услуги и по другим операциям, которая обеспечена векселями в национальной валюте.",,,,,,,
,342,"Короткострокові векселі, одержані в іноземній валюті",+,,,А,Цінні папери,,
,,"    На субсчете 342 ""Краткосрочные векселя, полученные в иностранной валюте"" ведется учет задолженности покупателей, заказчиков и других дебиторов за отгруженную продукцию (товары), выполненные работы, предоставленные услуги и по другим операциям, которая обеспечена векселями в иностранной валюте.",,,,,,,
,35,Поточні фінансові інвестиції,,,,А,Фінансові інвестиції,,
,,"    На счете 35 ""Текущие финансовые инвестиции"" ведется учет наличия и движения текущих финансовых инвестиций и эквивалентов денежных средств, в том числе депозитных сертификатов.
   По дебету счета 35 ""Текущие финансовые инвестиции"" отражается приобретение (поступление) эквивалентов денежных средств и текущих финансовых инвестиций, по кредиту - уменьшение их стоимости и выбытие. ",,,,,,,
,351,Еквіваленти грошових коштів,,,,А,Фінансові інвестиції,,
,,"    На субсчете 351 ""Эквиваленты денежных средств"" ведется учет наличия и движения  эквивалентов денежных средств, в том числе депозитных сертификатов.",,,,,,,
,3511,Еквіваленти грошових коштів (у національній валюті),,,,А,Фінансові інвестиції,,
,,"    На субсчете 3511 ""Эквиваленты денежных средств (в национальной валюте)"" ведется учет наличия и движения  эквивалентов денежных средств в национальной валюте.",,,,,,,
,3512,Еквіваленти грошових коштів (в іноземній валюті),+,,,А,Фінансові інвестиції,,
,,"    На субсчете 3512 ""Эквиваленты денежных средств (в иностранной валюте)"" ведется учет наличия и движения  эквивалентов денежных средств  в иностранной валюте.",,,,,,,
,352,Інші поточні фінансові інвестиції,,,,А,Фінансові інвестиції,,
,,"    На субсчете 352 ""Прочие текущие финансовые инвестиции"" ведется учет наличия и движения текущих финансовых инвестиций.",,,,,,,
,36,Розрахунки з покупцями та замовниками,,,,АП,Контрагенти,Договори,Документи розрахунків з контрагентами
,,"    На счете 36 ""Расчеты с покупателями и заказчиками"" ведется обобщение информации о расчетах с покупателями и заказчиками за отгруженную продукцию, товары, выполненные работы и услуги, кроме задолженности, которая обеспечена векселем, а также обобщается информация о расчетах с участниками промышленно-финансовой группы.
   По дебету счета 36 ""Расчеті с покупателями и заказчиками"" отражается стоимость продажи реализованной продукции, товаров, выполненных работ, предоставленных услуг (в том числе на выполнение бартерных контрактов), включающая налог на добавленную стоимость, акцизы и другие налоги, сборы (обязательные платежи), подлежащие перечислению в бюджеты и внебюджетные фонды и включенные в стоимость реализации, по кредиту - сумма платежей, поступивших на счета предприятия в банках, в кассу, и другие виды расчетов. Сальдо счета отражает задолженность покупателей и заказчиков за полученные продукцию (работы, услуги). ",,,,,,,
,361,Розрахунки з вітчизняними покупцями,,,,АП,Контрагенти,Договори,Документи розрахунків з контрагентами
,,"    На субсчете 361 ""Расчеты с отечественными покупателями"" ведется учет задолженности отечественных покупателей и заказчиков за отгруженную продукцию, товары, выполненные работы и услуги, кроме задолженности, которая обеспечена векселем.",,,,,,,
,362,Розрахунки з іноземними покупцями,+,,,АП,Контрагенти,Договори,Документи розрахунків з контрагентами
,,"    На субсчете 362 ""Расчеты с иностранными покупателями""  ведется учет задолженности иностранных покупателей и заказчиков за отгруженную продукцию, товары, выполненные работы и услуги, кроме задолженности, которая обеспечена векселем, аналитический учет ведется в гривнах и валюте, обусловленной договором.",,,,,,,
,363,Розрахунки з учасниками ПФГ,,,,АП,Контрагенти,Договори,Документи розрахунків з контрагентами
,,"    На субсчете 363 ""Расчеты с участниками ПФГ"" обобщается информация о расчетах с участниками промышленно-финансовой группы.",,,,,,,
,364,Розрахунки за гарантійним забезпеченням,,,,АП,,,
,,"    На субсчете 364 ""Расчеты по гарантийному обеспечению"" отражаются расчеты по гарантийным обеспечениям, связанным с совершением операций с деривативами.",,,,,,,
,36Р,Розрахунки з роздрібними покупцями,,,,АП,Склади,,
,,"    Субсчет 36Р ""Расчеты с розничными покупателями"" является вспомогательным и используется при применении в розничной торговой точке нескольких способов оплаты (наличные, платежные карты, банковские кредиты).
    По дебету субсчета 36Р ""Расчеты с розничными покупателями"" отражается розничная виручка, по кредиту - поступление средств в кассу и на счет денежных средств в пути.",,,,,,,
,37,Розрахунки з іншими дебіторами,,,,АП,,,
,,"    На счете 37 ""Расчеты с разными дебиторами"" ведется учет расчетов по текущей дебиторской задолженности с разными дебиторами по авансам выданным, начисленным доходам, по претензиям, по возмещениям причиненных убытков, по займам членов кредитных союзов и по другим операциям.",,,,,,,
,371,Розрахунки за виданими авансами,,,,А,Контрагенти,Договори,Документи розрахунків з контрагентами
,,"    На субсчете 371 ""Расчеты по выданным авансам"" ведется учет авансов, выданных  другим предприятиям.",,,,,,,
,3711,Розрахунки за виданими авансами (в національній валюті),,,,А,Контрагенти,Договори,Документи розрахунків з контрагентами
,,"    На субсчете 3711 ""Расчеты по выданным авансам (в национальной валюте)"" ведется учет авансов, выданных другим предприятиям, в национальной валюте.",,,,,,,
,3712,Розрахунки за виданими авансами (в іноземній валюті),+,,,А,Контрагенти,Договори,Документи розрахунків з контрагентами
,,"    На субсчете 3712 ""Расчеты по выданным авансам (в иностранной валюте)"" ведется учет авансов, выданных другим предприятиям, в иностранной валюте.",,,,,,,
,372,Розрахунки з підзвітними особами,,,,АП,Працівники організацій,,
,,"    На субсчете 372 ""Расчеты с подотчетными лицами"" ведется учет расчетов с подотчетными лицами. Сальдо субсчета может быть как дебетовым, так и кредитовым. Такие показатели отображаются развернуто: дебетовое сальдо - в составе оборотных активов, кредитовое сальдо - в составе обязательств баланса предприятия.",,,,,,,
,3721,Розрахунки з підзвітними особами в національній валюті,,,,АП,Працівники організацій,,
,,"    На субсчете 3721 ""Расчеты с подотчетными лицами в национальной валюте"" ведется учет расчетов с подотчетными лицами в национальной валюте.",,,,,,,
,3722,Розрахунки з підзвітними особами в іноземній валюті,+,,,АП,Працівники організацій,,
,,"    На субсчете 3722 ""Расчеты с подотчетными лицами в иностранной валюте"" ведется учет расчетов с подотчетными лицами в иностранной валюте.",,,,,,,
,373,Розрахунки за нарахованими доходами,,,,А,Контрагенти,Договори,
,,"    На субсчете 373 ""Расчеты по начисленным доходам"" ведется учет начисленных дивидендов, процентов, роялти и т.п.,  подлежащих получению.",,,,,,,
,374,Розрахунки за претензіями,,,,А,Контрагенти,Договори,
,,"    На субсчете 374 ""Расчеты по претензиям"" ведется учет расчетов по претензиям, предъявленным поставщикам, подрядчикам, транспортным и другим организациям, а также по предъявленным им и признанным штрафам, пеням, неустойкам.",,,,,,,
,375,Розрахунки за відшкодуванням завданих збитків,,,,А,Працівники організацій,,
,,"    На субсчете 375 ""Расчеты по возмещению причиненного ущерба"" ведется учет расчетов по возмещениям предприятию причиненных убытков в результате недостач и потерь от порчи ценностей, недостач и разворовывания денежных средств, если виновник выявлен. ",,,,,,,
,376,Розрахунки за позиками членам кредитних спілок,,,,А,Контрагенти,Договори,
,,"    На субсчете 376 ""Расчеты по ссудам членам кредитных союзов"" ведется учет расчетов по займам членам кредитных союзов в кредитных союзах.",,,,,,,
,377,Розрахунки з іншими дебіторами,,,,АП,Контрагенти,Договори,Документи розрахунків з контрагентами
,,"    На субсчете 377 ""Расчеты с другими дебиторами"" ведется учет расчетов по другим операциям, учет которых не отображается на других субсчетах счета 37 ""Расчеты с разными дебиторами"", в частности расчеты по операциям, связанными с осуществлением общей деятельности (без создания юридического лица), все виды расчетов с работниками (кроме расчетов по оплате труда и с подотчетными лицами), другие расчеты.",,,,,,,
,3771,Розрахунки з іншими дебіторами (в національній валюті),,,,АП,Контрагенти,Договори,Документи розрахунків з контрагентами
,,"    На субсчете 3771 ""Расчеты с другими дебиторами (в национальной валюте)"" ведется учет расчетов по другим операциям в национальной валюте, учет которых не отображается на других субсчетах счета 37 ""Расчеты с разными дебиторами"", в частности расчеты по операциям, связанным с осуществлением общей деятельности (без создания юридического лица).",,,,,,,
,3772,Розрахунки з іншими дебіторами (в іноземній валюті),+,,,АП,Контрагенти,Договори,Документи розрахунків з контрагентами
,,"    На субсчете 3772 ""Расчеты с другими дебиторами (в иностранной валюте)"" ведется учет расчетов по другим операциям в иностранной валюте, учет которых не отображается на других субсчетах счета 37 ""Расчеты с разными дебиторами"", в частности расчеты по операциям, связанным с осуществлением общей деятельности.",,,,,,,
,3773,Розрахунки з робітниками та службовцями по інших операціях,,,,АП,,,
,,"    На субсчете 3773 ""Расчеты с рабочими и служащими по другим операциям"" ведется учет расчетов с работниками (кроме расчетов из оплаты труда и с подотчетными лицами).",,,,,,,
,378,Розрахунки з державними цільовими фондами,,,,АП,(об) Статті податкових декларацій,,
,,"    На субсчете 378 ""Расчеты с государственными целевыми фондами"" ведется учет расчетов с государственными целевыми фондами, в частности расчетов из временной неработоспособности и тому подобное.",,,,,,,
,379,Розрахунки за операціями з деривативами,,,,АП,,,
,,"    На субсчете 379 ""Расчеты по операциям с деривативами"" ведется учет расчетов по операциям с деривативами.",,,,,,,
,38,Резерв сумнівних боргів,,,,П,,,
,,"    На счету 38 ""Резерв сомнительных долгов"" ведется учет резервов по сомнительной дебиторской задолженности, относительно которой есть риск невозвращения.",,,,,,,
,381,"По заборгованості за товари, роботи, послуги",,,,П,,,
,,"    На счету 381 ""По задолженности за товары, работы, услуги"" ведется учет резервов по сомнительной дебиторской задолженности за товары, работы, услуги, относительно которой есть риск невозвращения.",,,,,,,
,382,По заборгованості за розрахунки з бюджетом,,,,П,,,
,,"    На счету 382 ""По задолженности за расчеты с бюджетом"" ведется учет резервов по сомнительной дебиторской задолженности по расчетам с бюджетом, относительно которой есть риск невозвращения.",,,,,,,
,383,По заборгованості за розрахунки за виданими авансами,,,,П,,,
,,"    На счету 383 ""По задолженности за расчеты по выданным авансам"" ведется учет резервов по сомнительной дебиторской задолженности по расчетам по начисленным доходам, относительно которой есть риск невозвращения.",,,,,,,
,384,По заборгованості за розрахунки за нарахованими доходами,,,,П,,,
,,"    На счету 384 ""По задолженности за расчеты по начисленным доходам"" ведется учет резервов по сомнительной дебиторской задолженности по расчетам по выданным авансам, относительно которой есть риск невозвращения.",,,,,,,
,385,По заборгованості за внутрішні розрахунки,,,,П,,,
,,"    На счету 385 ""По задолженности за внутренние расчеты"" ведется учет резервов по сомнительной дебиторской задолженности по внутренним расчетам, относительно которой есть риск невозвращения.",,,,,,,
,386,По іншій дебіторській заборгованості,,,,П,,,
,,"    На счету 386 ""По другой дебиторской задолженности"" ведется учет резервов по другой сомнительной дебиторской задолженности, относительно которой есть риск невозвращения.",,,,,,,
,39,Витрати майбутніх періодів,,,,А,Витрати майбутніх періодів,,
,,"    Счет 39 ""Затраты будущих периодов"" предназначен для обобщения информации относительно осуществленных затрат в отчетном периоде, которые подлежат отнесению на затраты в будущих отчетных периодах. К затратам, учет которых ведется на счету 39 ""Затраты будущих периодов"", относятся затраты, связанные с подготовительными работами в сезонных отраслях промышленности; с освоением новых производств и агрегатов; уплаченные авансом арендные платежи; оплата страхового полиса, оплата торгового патента; подписка на газеты, журналы, периодические и справочные издания и т.п.
   По дебету счета 39 ""Затраты будущих периодов"" отражается накопление затрат будущих периодов, по кредиту - их списание (распределение) и включение в состав затрат текущего периода. ",,,,,,,
,4,Власний капітал та забезпечення зобов'язань,,,,АП,,,
,,"    Класс 4. ""Собственный капитал и обеспечения обязательств"". Счета этого класса предназначены для обобщения информации о состоянии и движении средств разновидностей собственного капитала - уставного, паевого, дополнительного, резервного, изъятого, неоплаченного, а также нераспределенных прибылей (непокрытых убытков), целевых поступлений, обеспечений будущих затрат и платежей, страховых резервов. ",,,,,,,
,40,Статутний капітал,,,,П,Контрагенти,Цінні папери,
,,"    Счет 40 ""Уставный капитал"" предназначен для учета и обобщения информации о состоянии и движении уставного капитала предприятия. По кредиту счета 40 ""Уставный капитал"" отображается увеличение уставного капитала, по дебету   - его уменьшения (изъятие). Сальдо на этом счету должно отвечать размеру уставного капитала, который зафиксирован в учредительных документах предприятия.",,,,,,,
,41,Пайовий капітал,,,,П,Контрагенти,Цінні папери,
,,"    Счет 41 ""Паевой капитал"" предназначен для учета и обобщение информации о суммах паевых взносов членов потребительского общества, коллективного сельскохозяйственного предприятия, жилищно-строительного кооператива, кредитного союза и других предприятий, которые предусмотрены учредительными документами.
   Паевой капитал - это совокупность средств физических и юридических лиц, добровольно размещенных в обществеі для осуществления его хозяйственно-финансовой деятельности. 
   Коллективные сельскохозяйственные предприятия на счете 41 ""Паевой капитал"" учитывают часть стоимости имущеста, распаеванной между его членами, часть стоимости имущества, не распеванной между его членами, а также увеличение (уменьшение) стоимости имущества в процессе деяльности предприятия. ",,,,,,,
,42,Додатковий капітал,,,,П,,,
,,"    Счет 42 ""Дополнительный капитал"" предназначен для обобщения информации о суммах, на которые стоимость реализации выпущенных акций превышает их номинальную стоимость, а также о суммах дооценки необоротных активов и финансовых инструментов и стоимость необоротных активов, бесплатно полученных предприятием от других лиц, и другие виды дополнительного капитала.
   По кредиту счета 42 ""Дополнительный капитал"" отражается увеличение дополнительного капітала, по дебету - его уменьшение. ",,,,,,,
